ID,tanggal_waktu,suhu,beban_listrik,kecepatan_angin,tekanan_udara,dampak_lingkungan,konsumsi_listrik
109,2021-09-21 13:00:00,18.7,-19.3,193.5,1003.0,A,210.0
110,2021-09-21 14:00:00,19.4,-17.1,201.675,993.0,A,186.0
111,2021-09-21 15:00:00,19.8,-15.7,210.615,993.0,A,192.0
112,2021-09-21 16:00:00,18.7,-16.4,219.32,992.0,A,207.0
113,2021-09-21 17:00:00,19.1,-17.1,228.51,1002.0,A,207.0
114,2021-09-21 18:00:00,18.7,-17.9,236.435,1010.0,A,180.0
115,2021-09-21 19:00:00,18.3,-15.0,245.485,1010.0,A,192.0
116,2021-09-21 20:00:00,18.7,-17.9,253.3,1005.0,A,192.0
117,2021-09-21 21:00:00,18.7,-17.1,260.95,1014.0,A,192.0
118,2021-09-21 22:00:00,18.3,-17.9,268.1,1002.0,A,231.0
119,2021-09-21 23:00:00,17.4,-18.6,275.775,1014.0,A,210.0
120,2021-09-22 00:00:00,17.8,-17.1,283.825,1012.0,A,210.0
121,2021-09-22 01:00:00,17.8,-18.6,289.51,1002.0,A,204.0
122,2021-09-22 02:00:00,16.7,-19.3,296.445,1005.0,A,213.0
123,2021-09-22 03:00:00,17.4,-16.4,303.995,1012.0,A,204.0
124,2021-09-22 04:00:00,17.1,-17.1,309.165,1017.0,A,207.0
125,2021-09-22 05:00:00,16.3,-18.6,314.085,1007.0,A,186.0
126,2021-09-22 06:00:00,17.1,-17.9,319.005,1001.0,A,186.0
127,2021-09-22 07:00:00,17.1,-18.6,322.775,1011.0,A,207.0
128,2021-09-22 08:00:00,16.7,-19.3,327.17,1017.0,A,192.0
129,2021-09-22 09:00:00,18.3,-17.1,334.195,1009.0,A,195.0
130,2021-09-22 10:00:00,18.3,-17.1,343.135,1013.0,A,186.0
131,2021-09-22 11:00:00,19.1,-17.1,351.825,1014.0,A,201.0
132,2021-09-22 12:00:00,19.8,-17.1,360.89,1014.0,A,192.0
133,2021-09-22 13:00:00,19.8,-15.7,368.955,1007.0,A,216.0
134,2021-09-22 14:00:00,20.2,-15.7,379.02,1013.0,A,204.0
135,2021-09-22 15:00:00,19.8,-17.1,386.195,1009.0,A,204.0
136,2021-09-22 16:00:00,18.7,-17.1,393.345,999.0,A,186.0
137,2021-09-22 17:00:00,19.8,-15.7,401.37,1006.0,A,222.0
138,2021-09-22 18:00:00,19.1,-16.4,407.645,1013.0,A,195.0
139,2021-09-22 19:00:00,19.4,-17.9,414.455,1011.0,A,201.0
140,2021-09-22 20:00:00,18.7,-14.3,419.375,1013.0,A,213.0
141,2021-09-22 21:00:00,17.1,-17.1,423.42,1002.0,A,198.0
142,2021-09-22 22:00:00,17.8,-15.0,426.175,998.0,A,231.0
143,2021-09-22 23:00:00,17.1,-15.0,431.32,1005.0,A,213.0
144,2021-09-23 00:00:00,18.3,-17.1,434.45,1010.0,A,201.0
145,2021-09-23 01:00:00,17.4,-15.7,438.62,1001.0,A,195.0
146,2021-09-23 02:00:00,16.7,-17.9,443.015,1003.0,A,201.0
147,2021-09-23 03:00:00,16.7,-15.0,447.535,1001.0,A,210.0
148,2021-09-23 04:00:00,16.7,-15.0,5.395,998.0,A,204.0
149,2021-09-23 05:00:00,15.1,-17.9,5.645,996.0,A,192.0
150,2021-09-23 06:00:00,15.1,-18.6,9.025,1010.0,A,213.0
151,2021-09-23 07:00:00,15.9,-18.6,12.03,1007.0,A,216.0
152,2021-09-23 08:00:00,16.7,-18.6,15.16,1003.0,A,228.0
153,2021-09-23 09:00:00,18.3,-15.7,19.055,996.0,A,225.0
154,2021-09-23 10:00:00,17.8,-17.9,23.725,1000.0,A,234.0
155,2021-09-23 11:00:00,19.1,-17.9,26.605,1008.0,A,231.0
156,2021-09-23 12:00:00,19.4,-14.3,28.02,998.0,A,240.0
157,2021-09-23 13:00:00,19.4,-15.0,2.515,996.0,A,261.0
158,2021-09-23 14:00:00,20.2,-17.9,3.68,1000.0,A,258.0
159,2021-09-23 15:00:00,21.1,-14.3,2.915,997.0,A,270.0
160,2021-09-23 16:00:00,19.4,-17.9,6.17,995.0,A,270.0
161,2021-09-23 17:00:00,19.4,-15.7,8.8,994.0,A,237.0
162,2021-09-23 18:00:00,19.4,-16.4,13.695,992.0,A,270.0
163,2021-09-23 19:00:00,19.1,-16.4,15.825,988.0,A,270.0
164,2021-09-23 20:00:00,19.4,-13.6,19.205,1003.0,A,273.0
165,2021-09-23 21:00:00,18.3,-17.1,20.22,986.0,A,294.0
166,2021-09-23 22:00:00,17.8,-12.9,2.765,989.0,A,282.0
167,2021-09-23 23:00:00,17.8,-15.0,3.28,997.0,A,306.0
168,2021-09-24 00:00:00,17.1,-14.3,2.015,1001.0,A,330.0
169,2021-09-24 01:00:00,17.8,-13.6,3.305,998.0,A,348.0
170,2021-09-24 02:00:00,17.1,-14.3,2.64,1000.0,A,384.0
171,2021-09-24 03:00:00,16.7,-12.1,2.64,997.0,A,372.0
172,2021-09-24 04:00:00,17.4,-15.7,3.555,1001.0,A,378.0
173,2021-09-24 05:00:00,17.8,-14.3,6.435,985.0,A,405.0
174,2021-09-24 06:00:00,18.3,-14.3,10.19,987.0,A,342.0
175,2021-09-24 07:00:00,18.7,-13.6,14.735,993.0,A,279.0
176,2021-09-24 08:00:00,18.3,-15.0,20.03,994.0,A,228.0
177,2021-09-24 09:00:00,18.3,-15.0,27.68,994.0,A,207.0
178,2021-09-24 10:00:00,19.4,-14.3,36.12,1006.0,A,189.0
179,2021-09-24 11:00:00,19.4,-14.3,46.8,1001.0,A,213.0
180,2021-09-24 12:00:00,19.4,-15.7,56.115,1007.0,A,201.0
181,2021-09-24 13:00:00,19.8,-16.4,64.555,994.0,A,210.0
182,2021-09-24 14:00:00,19.8,-16.4,75.26,1003.0,A,210.0
183,2021-09-24 15:00:00,19.1,-15.7,84.965,994.0,A,189.0
184,2021-09-24 16:00:00,19.4,-17.1,94.795,994.0,A,213.0
185,2021-09-24 17:00:00,19.4,-14.3,102.97,1004.0,A,210.0
186,2021-09-24 18:00:00,19.4,-16.4,112.3,1007.0,A,222.0
187,2021-09-24 19:00:00,19.1,-17.9,122.255,1003.0,A,204.0
188,2021-09-24 20:00:00,19.4,-18.6,139.745,994.0,A,204.0
189,2021-09-24 21:00:00,17.8,-17.9,152.08,1003.0,A,222.0
190,2021-09-24 22:00:00,17.8,-19.3,161.535,1003.0,A,222.0
191,2021-09-24 23:00:00,17.4,-20.7,173.855,1000.0,A,216.0
192,2021-09-25 00:00:00,17.1,-17.1,184.91,998.0,A,201.0
193,2021-09-25 01:00:00,17.1,-20.0,198.37,1011.0,A,195.0
194,2021-09-25 02:00:00,16.7,-18.6,210.69,997.0,A,213.0
195,2021-09-25 03:00:00,17.4,-18.6,221.87,1001.0,A,201.0
196,2021-09-25 04:00:00,16.3,-20.0,231.075,1003.0,A,216.0
197,2021-09-25 05:00:00,16.7,-20.7,244.02,1003.0,A,201.0
198,2021-09-25 06:00:00,16.3,-17.9,251.695,998.0,A,195.0
199,2021-09-25 07:00:00,16.3,-21.4,257.38,1012.0,A,201.0
200,2021-09-25 08:00:00,16.7,-17.1,262.025,1004.0,A,195.0
201,2021-09-25 09:00:00,17.4,-17.9,269.95,1003.0,A,210.0
202,2021-09-25 10:00:00,18.3,-21.4,278.265,1004.0,A,198.0
203,2021-09-25 11:00:00,18.7,-21.4,286.955,1008.0,A,198.0
204,2021-09-25 12:00:00,18.3,-19.3,296.395,1018.0,A,222.0
205,2021-09-25 13:00:00,19.1,-20.7,305.71,1010.0,A,222.0
206,2021-09-25 14:00:00,19.1,-20.0,313.9,1008.0,A,189.0
207,2021-09-25 15:00:00,18.7,-18.6,322.825,996.0,A,204.0
208,2021-09-25 16:00:00,19.1,-18.6,328.975,1013.0,A,213.0
209,2021-09-25 17:00:00,18.7,-16.4,336.375,1007.0,A,210.0
210,2021-09-25 18:00:00,18.7,-20.7,342.685,1003.0,A,210.0
211,2021-09-25 19:00:00,18.7,-17.1,346.73,1003.0,A,222.0
212,2021-09-25 20:00:00,17.8,-20.0,352.775,1004.0,A,213.0
213,2021-09-25 21:00:00,18.7,-19.3,356.17,999.0,A,222.0
214,2021-09-25 22:00:00,17.4,-17.1,359.55,1011.0,A,195.0
215,2021-09-25 23:00:00,17.4,-20.0,363.32,1003.0,A,192.0
216,2021-09-26 00:00:00,17.8,-18.6,370.095,1002.0,A,210.0
217,2021-09-26 01:00:00,17.8,-20.0,377.245,994.0,A,204.0
218,2021-09-26 02:00:00,17.4,-16.4,382.805,1013.0,A,204.0
219,2021-09-26 03:00:00,17.8,-16.4,391.745,1004.0,A,222.0
220,2021-09-26 04:00:00,17.8,-20.0,399.645,1006.0,A,219.0
221,2021-09-26 05:00:00,17.8,-17.9,404.94,1012.0,A,204.0
222,2021-09-26 06:00:00,15.9,-19.3,2.14,997.0,A,222.0
223,2021-09-26 07:00:00,15.9,-20.7,4.505,1012.0,A,195.0
224,2021-09-26 08:00:00,15.5,-20.0,5.645,1009.0,A,201.0
225,2021-09-26 09:00:00,16.7,-17.1,9.04,1000.0,A,198.0
226,2021-09-26 10:00:00,17.8,-17.1,6.67,1003.0,A,189.0
227,2021-09-26 11:00:00,19.1,-17.9,5.795,997.0,A,222.0
228,2021-09-26 12:00:00,18.7,-17.1,9.175,997.0,A,210.0
229,2021-09-26 13:00:00,20.2,-15.7,14.735,997.0,A,216.0
230,2021-09-26 14:00:00,20.2,-20.0,22.635,999.0,A,207.0
231,2021-09-26 15:00:00,19.4,-20.7,30.035,997.0,A,198.0
232,2021-09-26 16:00:00,20.6,-17.1,33.83,990.0,A,234.0
233,2021-09-26 17:00:00,19.8,-15.7,5.27,989.0,A,240.0
234,2021-09-26 18:00:00,18.3,-15.7,4.505,987.0,A,261.0
235,2021-09-26 19:00:00,18.3,-16.4,8.01,985.0,A,252.0
236,2021-09-26 20:00:00,18.7,-17.9,12.43,1001.0,A,285.0
237,2021-09-26 21:00:00,18.7,-15.7,15.825,991.0,A,327.0
238,2021-09-26 22:00:00,18.7,-19.3,19.83,983.0,A,315.0
239,2021-09-26 23:00:00,17.1,-17.1,2.265,993.0,A,315.0
240,2021-09-27 00:00:00,16.7,-16.4,3.28,997.0,A,309.0
241,2021-09-27 01:00:00,19.8,-15.7,5.545,984.0,A,264.0
242,2021-09-27 02:00:00,18.3,-16.4,8.335,992.0,A,216.0
243,2021-09-27 03:00:00,16.7,-16.4,9.5,992.0,A,234.0
244,2021-09-27 04:00:00,17.4,-18.6,2.79,991.0,A,213.0
245,2021-09-27 05:00:00,18.3,-18.6,8.675,984.0,A,198.0
246,2021-09-27 06:00:00,17.8,-17.9,14.735,1000.0,A,210.0
247,2021-09-27 07:00:00,17.8,-19.3,20.545,983.0,A,186.0
248,2021-09-27 08:00:00,17.4,-17.9,26.605,999.0,A,189.0
249,2021-09-27 09:00:00,17.8,-17.1,34.28,998.0,A,204.0
250,2021-09-27 10:00:00,19.1,-17.9,42.455,994.0,A,204.0
251,2021-09-27 11:00:00,19.4,-15.7,50.755,997.0,A,216.0
252,2021-09-27 12:00:00,19.8,-15.7,58.405,1004.0,A,201.0
253,2021-09-27 13:00:00,20.2,-20.0,65.705,997.0,A,210.0
254,2021-09-27 14:00:00,19.1,-17.9,72.98,995.0,A,195.0
255,2021-09-27 15:00:00,19.8,-17.1,81.67,985.0,A,204.0
256,2021-09-27 16:00:00,19.1,-19.3,90.47,1000.0,A,204.0
257,2021-09-27 17:00:00,18.7,-17.1,96.405,985.0,A,198.0
258,2021-09-27 18:00:00,18.7,-20.7,101.325,1001.0,A,216.0
259,2021-09-27 19:00:00,18.7,-18.6,107.975,984.0,A,219.0
260,2021-09-27 20:00:00,18.3,-17.9,2.015,1004.0,A,192.0
261,2021-09-27 21:00:00,17.8,-20.7,4.77,990.0,A,201.0
262,2021-09-27 22:00:00,17.8,-20.0,2.265,996.0,A,246.0
263,2021-09-27 23:00:00,17.1,-20.7,2.905,990.0,A,246.0
264,2021-09-28 00:00:00,17.1,-19.3,2.54,1001.0,A,249.0
265,2021-09-28 01:00:00,17.4,-20.0,5.205,1002.0,A,204.0
266,2021-09-28 02:00:00,16.3,-18.6,6.37,985.0,A,228.0
267,2021-09-28 03:00:00,16.3,-17.1,2.265,985.0,A,228.0
268,2021-09-28 04:00:00,16.3,-16.4,4.88,1003.0,A,222.0
269,2021-09-28 05:00:00,16.7,-17.1,5.545,987.0,A,231.0
270,2021-09-28 06:00:00,14.3,-20.7,9.425,999.0,A,258.0
271,2021-09-28 07:00:00,14.7,-17.1,9.565,994.0,A,243.0
272,2021-09-28 08:00:00,15.1,-17.9,2.64,997.0,A,252.0
273,2021-09-28 09:00:00,16.7,-15.7,2.54,996.0,A,288.0
274,2021-09-28 10:00:00,17.8,-17.9,4.455,1001.0,A,276.0
275,2021-09-28 11:00:00,17.8,-15.7,6.245,1002.0,A,294.0
276,2021-09-28 12:00:00,20.2,-15.7,2.39,996.0,A,276.0
277,2021-09-28 13:00:00,20.6,-18.6,2.53,984.0,A,264.0
278,2021-09-28 14:00:00,20.2,-18.6,4.895,1001.0,A,294.0
279,2021-09-28 15:00:00,20.6,-17.1,8.15,993.0,A,267.0
280,2021-09-28 16:00:00,20.2,-17.9,11.405,995.0,A,306.0
281,2021-09-28 17:00:00,18.7,-16.4,12.945,1002.0,A,228.0
282,2021-09-28 18:00:00,19.4,-16.4,16.075,982.0,A,267.0
283,2021-09-28 19:00:00,17.4,-15.7,16.965,988.0,A,258.0
284,2021-09-28 20:00:00,17.8,-17.9,2.015,983.0,A,258.0
285,2021-09-28 21:00:00,17.1,-18.6,2.64,997.0,A,294.0
286,2021-09-28 22:00:00,17.4,-14.3,2.14,983.0,A,321.0
287,2021-09-28 23:00:00,15.9,-18.6,2.905,994.0,A,348.0
288,2021-09-29 00:00:00,16.3,-15.7,2.015,994.0,A,360.0
289,2021-09-29 01:00:00,16.3,-19.3,3.54,998.0,A,498.0
290,2021-09-29 02:00:00,15.9,-19.3,3.29,984.0,A,468.0
291,2021-09-29 03:00:00,15.5,-17.9,6.42,986.0,A,432.0
292,2021-09-29 04:00:00,16.3,-16.4,7.71,991.0,A,369.0
293,2021-09-29 05:00:00,15.9,-15.0,9.225,985.0,A,342.0
294,2021-09-29 06:00:00,16.3,-15.0,10.89,988.0,A,366.0
295,2021-09-29 07:00:00,15.5,-15.7,13.27,997.0,A,354.0
296,2021-09-29 08:00:00,16.3,-16.4,1.89,986.0,A,372.0
297,2021-09-29 09:00:00,16.7,-16.4,3.29,994.0,A,366.0
298,2021-09-29 10:00:00,19.1,-16.4,1.515,984.0,A,327.0
299,2021-09-29 11:00:00,19.1,-15.7,3.53,998.0,A,333.0
300,2021-09-29 12:00:00,20.6,-18.6,3.795,998.0,A,309.0
301,2021-09-29 13:00:00,21.1,-18.6,6.685,985.0,A,264.0
302,2021-09-29 14:00:00,21.8,-19.3,17.265,986.0,A,255.0
303,2021-09-29 15:00:00,21.4,-20.0,25.705,994.0,A,264.0
304,2021-09-29 16:00:00,21.4,-18.6,32.980000000000004,989.0,A,282.0
305,2021-09-29 17:00:00,20.2,-17.9,5.02,984.0,A,258.0
306,2021-09-29 18:00:00,20.2,-15.7,5.77,998.0,A,243.0
307,2021-09-29 19:00:00,19.8,-17.9,7.06,990.0,A,270.0
308,2021-09-29 20:00:00,19.1,-15.0,1.89,989.0,A,303.0
309,2021-09-29 21:00:00,17.8,-15.7,5.77,988.0,A,318.0
310,2021-09-29 22:00:00,18.3,-15.7,2.665,991.0,A,342.0
311,2021-09-29 23:00:00,19.1,-16.4,4.38,995.0,A,282.0
312,2021-09-30 00:00:00,19.4,-17.1,9.175,1005.0,A,225.0
313,2021-09-30 01:00:00,18.7,-17.9,15.235,1000.0,A,213.0
314,2021-09-30 02:00:00,19.1,-15.0,24.425,989.0,A,225.0
315,2021-09-30 03:00:00,18.7,-15.0,30.7,1000.0,A,219.0
316,2021-09-30 04:00:00,17.8,-18.6,39.375,1004.0,A,207.0
317,2021-09-30 05:00:00,17.4,-17.9,46.9,1008.0,A,201.0
318,2021-09-30 06:00:00,17.8,-17.9,51.835,1007.0,A,195.0
319,2021-09-30 07:00:00,17.4,-17.1,57.395,1006.0,A,192.0
320,2021-09-30 08:00:00,17.4,-15.7,65.795,1001.0,A,213.0
321,2021-09-30 09:00:00,17.4,-19.3,69.965,1007.0,A,225.0
322,2021-09-30 10:00:00,19.1,-19.3,75.135,997.0,A,198.0
323,2021-09-30 11:00:00,18.7,-18.6,82.56,1014.0,A,225.0
324,2021-09-30 12:00:00,18.7,-17.1,89.96,1006.0,A,207.0
325,2021-09-30 13:00:00,19.8,-16.4,96.52,1005.0,A,210.0
326,2021-09-30 14:00:00,18.7,-16.4,100.415,1002.0,A,213.0
327,2021-09-30 15:00:00,19.8,-17.1,107.815,1008.0,A,213.0
328,2021-09-30 16:00:00,19.8,-20.0,116.755,1005.0,A,195.0
329,2021-09-30 17:00:00,19.1,-19.3,123.28,1013.0,A,222.0
330,2021-09-30 18:00:00,19.1,-20.0,130.18,1014.0,A,195.0
331,2021-09-30 19:00:00,17.4,-22.1,139.37,998.0,A,207.0
332,2021-09-30 20:00:00,16.7,-19.3,150.55,1016.0,A,204.0
333,2021-09-30 21:00:00,16.3,-22.9,159.365,1012.0,A,186.0
334,2021-09-30 22:00:00,15.9,-23.6,168.805,1002.0,A,204.0
335,2021-09-30 23:00:00,16.7,-23.6,175.58,1019.0,A,201.0
336,2021-10-01 00:00:00,16.7,-22.9,183.38,1018.0,A,189.0
337,2021-10-01 01:00:00,16.3,-22.1,191.43,1007.0,A,213.0
338,2021-10-01 02:00:00,16.3,-22.1,205.265,1010.0,A,210.0
339,2021-10-01 03:00:00,15.9,-23.6,215.695,1009.0,A,192.0
340,2021-10-01 04:00:00,15.9,-24.3,226.15,1011.0,A,183.0
341,2021-10-01 05:00:00,15.5,-20.7,234.59,1001.0,A,195.0
342,2021-10-01 06:00:00,16.3,-20.7,241.115,1005.0,A,204.0
343,2021-10-01 07:00:00,16.3,-22.1,249.165,1002.0,A,207.0
344,2021-10-01 08:00:00,15.9,-24.3,258.215,1021.0,A,207.0
345,2021-10-01 09:00:00,16.7,-21.4,264.99,1008.0,A,210.0
346,2021-10-01 10:00:00,17.1,-20.0,272.915,1006.0,A,195.0
347,2021-10-01 11:00:00,17.1,-23.6,281.465,1012.0,A,204.0
348,2021-10-01 12:00:00,17.4,-22.1,289.515,1020.0,A,210.0
349,2021-10-01 13:00:00,17.8,-21.4,298.455,1011.0,A,192.0
350,2021-10-01 14:00:00,18.3,-22.1,308.285,1003.0,A,222.0
351,2021-10-01 15:00:00,18.7,-19.3,315.585,1010.0,A,207.0
352,2021-10-01 16:00:00,18.3,-19.3,324.01,1016.0,A,195.0
353,2021-10-01 17:00:00,18.3,-20.7,331.16,1017.0,A,210.0
354,2021-10-01 18:00:00,17.4,-19.3,336.47,1011.0,A,216.0
355,2021-10-01 19:00:00,17.4,-20.7,340.725,1010.0,A,216.0
356,2021-10-01 20:00:00,17.1,-20.7,1.64,1004.0,A,219.0
357,2021-10-01 21:00:00,17.1,-19.3,2.54,1003.0,A,195.0
358,2021-10-01 22:00:00,15.5,-22.9,4.255,1014.0,A,210.0
